Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,Present_Cong115,Present_Cong116,House_Election_Candidate_Vote_Share_2016,House_Election_Candidate_Vote_Share_2018,District,District_Presidential_VoteShare_Dem2016,District_Presidential_VoteShare_GOP2016,District_Density,District_Percent_Female,District_Percent_Male,District_Percent_Senior,District_Median_Age,District_Percent_White,District_Percent_Black,District_Percent_Asian,District_Percent_Hispanic,District_Percent_AmericanIndian,District_Mean_Income,District_Mean_Minus_National_Mean_Income,District_Median_Income,District_Median_Minus_National_Median_Income,District_Unemployment_Rate,DW-Nominate_1,DW-Nominate_2,TBIP_Floor_Speeches,TBIP_Tweets,Standardized_Vote_Ideal_Point,Standardized_Speech_Ideal_Point,Standardized_Tweet_Ideal_Point,Progressive_Caucus_Cong115,NewDems_Caucus_Cong115,BlueDog_Caucus_Cong115,ProblemSolvers_Caucus_Cong115,RSC_Caucus_Cong115,Freedom_Caucus_Cong115,GOP_Leadership_Cong115,DEM_Leadership_Cong115,CommitteeChair_Cong115,TopCommittee_Cong115,Progressive_Caucus_Cong116,NewDems_Caucus_Cong116,BlueDog_Caucus_Cong116,ProblemSolvers_Caucus_Cong116,RSC_Caucus_Cong116,Freedom_Caucus_Cong116,GOP_Leadership_Cong116,DEM_Leadership_Cong116,CommitteeChair_Cong116,TopCommittee_Cong116
B000574,Earl Blumenauer,M,Democrat,1948,13,1,1,72.22117151722816,72.5995639118873,OR-03,70.7,22.5,Urban-suburban mix,50.46,49.54,0.69,37.6,78.2,4.8,7.4,11.6,0.8,96542,4218,73091,7379,2.9,-0.427,-0.669,-0.21590657532215118,,-1.1707699298858643,-0.9506660103797913,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B000755,Kevin Brady (Texas),M,Republican,1955,12,1,1,85.76172262137695,73.44108064575174,TX-08,23.9,72.7,Rural-suburban mix,49.27,50.73,0.78,37.9,83.0,8.4,3.0,24.2,0.3,109723,17399,78615,12903,2.2,0.522,0.217,0.1853741854429245,0.596055805683136,1.0113377571105957,0.4494084417819977,1.348066216536528,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
B001227,Robert A. Brady,M,Democrat,1945,11,1,0,64.65184921311433,,PA-01,49.1,47.1,Sparse suburban,50.78,49.22,22.71,43.8,85.6,4.0,6.4,5.8,0.1,116590,28726,88168,26231,3.9,-0.484,0.225,0.36533892154693604,-0.06743813306093216,-1.3432343006134033,1.0773080587387085,-0.4357045891629092,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
B001243,Marsha Blackburn,F,Republican,1952,8,1,0,69.65220710024686,,TN-07,28.2,67.5,Pure rural,50.58,49.42,18.44,37.9,83.5,10.4,2.1,5.2,0.5,85274,-2590,58614,-3323,5.3,0.617,0.133,0.33636948466300964,0.4182630181312561,0.8710959553718567,0.9762332439422607,0.8700790558711496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001248,Michael C. Burgess,M,Republican,1950,9,1,1,62.902222187037374,59.375369994080096,TX-26,34.4,60.9,Sparse suburban,50.69,49.31,0.55,36.3,76.0,9.1,7.8,19.8,0.6,122488,30164,96307,30595,2.2,0.577,-0.22,-0.06530828028917313,0.5272716283798218,1.0272248983383179,-0.4252263605594635,1.1631433405266036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
B001250,Rob Bishop,M,Republican,1951,9,1,1,63.86371158214613,61.60899293445994,UT-01,22.4,49.7,Sparse suburban,49.23,50.77,0.41,31.1,91.4,0.9,1.7,13.5,1.1,92610,286,73964,8252,1.8,0.536,0.099,0.14924335479736328,,1.022714376449585,0.32334744930267334,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
B001251,G.K. Butterfield,M,Democrat,1947,9,1,1,69.15880354329825,69.84762079398551,NC-01,54.7,43.6,Rural-suburban mix,50.86,49.14,0.96,38.4,47.1,44.5,1.8,9.0,0.5,67332,-24992,47469,-18243,3.3,-0.404,0.18,-0.011300036683678627,-0.27741190791130066,-1.1867929697036743,-0.23679080605506897,-1.0002087506471464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001257,Gus M. Bilirakis,M,Republican,1963,7,1,1,63.60080444288641,58.09302575555808,FL-12,38.8,57.4,Sparse suburban,52.03,47.97,0.72,46.5,86.3,5.5,3.0,14.0,0.3,77612,-14712,56761,-8951,2.4,0.405,0.013,0.3537864685058594,0.4372706413269043,0.9448890089988708,1.037001371383667,0.9211801155225944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001269,Lou Barletta,M,Republican,1956,4,1,0,61.463427019067204,,PA-11,34.7,60.5,Sparse suburban,50.63,49.37,22.44,40.1,89.0,3.9,1.9,9.4,0.3,84911,-2953,66863,4926,3.6,0.278,0.393,0.260537326335907,0.4511239230632782,0.7556371092796326,0.7116537094116211,0.9584239817909868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001270,Karen Bass,F,Democrat,1953,5,1,1,62.992423922736954,89.0755484858997,CA-37,85.7,9.6,Pure urban,49.26,50.74,1.68,35.7,50.2,21.9,9.2,40.0,0.5,106810,14486,69573,3861,3.0,-0.584,-0.101,-0.19216421246528625,-0.3748506009578705,-1.1833213567733765,-0.8678285479545593,-1.2621678822271316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B001273,Diane Black,F,Republican,1951,4,1,0,70.33437728559907,,TN-06,23.7,72.6,Pure rural,50.51,49.49,21.76,40.8,90.2,4.6,0.9,4.5,0.2,75092,-12772,57059,-4878,3.9,0.58,0.219,0.19628775119781494,0.5931459665298462,0.8400610089302063,0.4874860346317291,1.3402432571576608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001274,Mo Brooks,M,Republican,1954,5,1,1,64.09677345654387,61.02012866695055,AL-05,31.3,64.7,Rural-suburban mix,50.85,49.15,0.56,39.7,75.0,18.3,1.7,5.5,0.5,80182,-12142,59950,-5762,2.6,0.644,-0.452,0.39825648069381714,0.42726650834083557,1.0331944227218628,1.1921578645706177,0.894284496263942,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
B001275,Larry Bucshon,M,Republican,1962,5,1,1,64.02512782836492,64.42971701781892,IN-08,30.9,64.6,Rural-suburban mix,50.33,49.67,0.44,40.3,91.2,4.5,1.1,2.7,0.1,72249,-20075,54326,-11386,3.0,0.404,0.251,0.4057590961456299,0.5515815019607544,0.9916483163833618,1.2183345556259155,1.2284992394305094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001278,Suzanne Bonamici,F,Democrat,1954,5,1,1,61.58935662796219,63.647250233311034,OR-01,57.3,34.5,Dense suburban,50.63,49.37,0.51,38.0,78.5,1.8,9.0,15.0,0.7,106277,13953,81473,15761,2.5,-0.393,-0.4,-0.3171250820159912,-0.2577120065689087,-1.2073605060577393,-1.3038188219070435,-0.9472465352631825,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B001281,Joyce Beatty,F,Democrat,1950,4,1,1,70.88218457031977,73.60840289123023,OH-03,67.0,28.6,Dense suburban,50.46,49.54,0.91,32.6,52.8,34.6,4.4,7.2,0.2,68130,-24194,51435,-14277,3.7,-0.429,0.068,-0.19421236217021942,-0.3673962354660034,-1.1420841217041016,-0.8749746084213257,-1.2421271874099709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001282,Andy Barr,M,Republican,1973,4,1,1,56.26614487585113,50.99838884340087,KY-06,39.4,54.7,Rural-suburban mix,51.37,48.63,0.61,37.2,83.9,8.9,2.0,4.9,0.2,76663,-15661,55613,-10099,3.0,0.495,0.277,0.33152511715888977,0.547753632068634,1.0382825136184692,0.9593311548233032,1.2182081995839285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001284,Susan Brooks,F,Republican,1960,4,1,1,59.263583719586265,56.76168196306794,IN-05,41.3,53.1,Sparse suburban,51.24,48.76,0.63,38.3,84.3,8.6,3.8,5.1,0.2,109475,17151,76417,10705,2.4,0.362,0.222,0.16299103200435638,0.4310220777988434,0.8445470929145813,0.37131327390670776,0.9043811599511062,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
B001285,Julia Brownley,F,Democrat,1952,4,1,1,61.12447805156673,61.942010601896435,CA-26,57.9,36.0,Dense suburban,50.96,49.04,0.61,38.4,81.1,2.0,6.7,46.2,0.7,120502,28178,91602,25890,2.7,-0.285,0.05,-0.025099968537688255,-0.15663224458694458,-1.0495854616165161,-0.2849389612674713,-0.6754985690168406,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B001286,Cheri Bustos,F,Democrat,1961,4,1,1,61.10170524576397,62.093414987660445,IL-17,46.7,47.4,Rural-suburban mix,50.89,49.11,0.58,40.7,81.3,12.4,1.0,9.6,0.3,64740,-27584,50346,-15366,3.6,-0.237,0.032,-0.1460297554731369,-0.17725889384746552,-0.972199559211731,-0.7068647146224976,-0.7309523005761148,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
B001287,Ami Bera,M,Democrat,1965,4,1,1,53.05570046189616,55.0449724270907,CA-07,52.3,40.9,Dense suburban,51.61,48.39,1.02,39.1,60.4,7.2,17.8,17.4,0.6,101893,9569,77786,12074,3.4,-0.23,0.012,-0.17268529534339905,-0.20936155319213867,-0.852891743183136,-0.7998663187026978,-0.8172587205454324,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
B001289,Bradley Byrne,M,Republican,1955,4,1,1,78.80111666048722,63.15633282086581,AL-01,34.1,63.5,Rural-suburban mix,51.62,48.38,0.77,40.4,66.9,27.4,1.4,3.3,1.0,68866,-23458,50663,-15049,3.2,0.607,0.252,0.17238682508468628,0.3870515823364258,1.0409350395202637,0.4040953516960144,0.7861686465610563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001291,Brian Babin,M,Republican,1948,3,1,1,80.52351647254046,72.55852511308548,TX-36,25.2,72.0,Rural-suburban mix,50.11,49.89,0.72,37.0,82.4,9.0,1.8,28.5,0.5,81916,-10408,62206,-3506,3.8,0.685,0.17,0.42537862062454224,0.4550185203552246,1.070457100868225,1.2867873907089233,0.9688944149685381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001292,Don Beyer,M,Democrat,1950,3,1,1,72.04153925161651,76.10116151600626,VA-08,73.5,20.9,Urban-suburban mix,50.6,49.4,0.88,36.5,62.9,14.1,12.2,18.5,0.3,149429,57105,111627,45915,2.3,-0.387,-0.047,-0.17363178730010986,-0.36793768405914307,-1.0835844278335571,-0.8031686544418335,-1.2435828453095108,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
B001293,Mike Bishop (politician),M,Republican,1967,2,1,0,51.57085981305774,,MI-08,43.9,50.6,Sparse suburban,50.79,49.21,18.87,38.1,84.8,5.8,5.0,5.4,0.3,96568,8704,72654,10717,4.8,0.451,0.095,0.5015562772750854,,0.8628349304199219,1.5525723695755005,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001294,Rod Blum,M,Republican,1955,2,1,0,50.10219404354718,,IA-01,45.2,48.7,Rural-suburban mix,50.44,49.56,21.88,38.8,90.7,4.3,1.9,4.2,0.6,76064,-11800,59788,-2149,3.2,0.527,-0.488,0.3122006356716156,0.520475447177887,0.6634836792945862,0.8919077515602112,1.144872141785584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001295,Mike Bost,M,Republican,1960,3,1,1,53.06111792809962,51.57239918483767,IL-12,40.2,55.0,Rural-suburban mix,50.46,49.54,0.56,40.4,77.8,16.7,1.3,3.4,0.3,70836,-21488,53008,-12704,3.1,0.27,0.505,0.5349236726760864,0.46703213453292847,0.9027957320213318,1.6689916849136353,1.0011924255301554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001296,Brendan Boyle,M,Democrat,1977,3,1,1,63.755679257463726,79.01694210375182,PA-02,72.9,24.9,Pure urban,52.51,47.49,1.41,35.7,45.0,25.2,8.8,27.9,0.4,67062,-25262,46248,-19464,5.1,-0.397,0.145,-0.28902193903923035,-0.374077707529068,-1.0797765254974365,-1.2057665586471558,-1.260089996275642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B001297,Ken Buck,M,Republican,1959,3,1,1,62.12295205961471,60.61929422969733,CO-04,34.3,57.4,Rural-suburban mix,49.69,50.31,0.51,38.0,89.0,1.6,2.2,22.4,0.9,105445,13121,83609,17897,2.2,0.748,-0.46,0.2970152199268341,0.440346360206604,1.0373460054397583,0.8389256000518799,0.9294490343834542,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
B001298,Don Bacon,M,Republican,1963,2,1,1,49.88533755097402,50.99502988107935,NE-02,46.0,48.2,Dense suburban,50.62,49.38,0.51,35.0,80.8,9.9,3.7,11.9,0.7,93424,1100,71277,5565,2.9,0.421,-0.128,0.2711891829967499,0.35774698853492737,0.8492649793624878,0.7488182187080383,0.7073846881198672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001299,Jim Banks,M,Republican,1979,2,1,1,67.63022162827713,64.72629379686158,IN-03,30.1,65.1,Rural-suburban mix,50.74,49.26,0.42,37.4,86.4,6.1,2.7,6.3,0.4,75461,-16863,57288,-8424,2.3,0.638,-0.014,0.3958544135093689,0.43826404213905334,1.0266203880310059,1.1837769746780396,0.923850824723682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001300,Nanette Barragán,F,Democrat,1976,2,1,1,50.0,50.0,CA-44,83.0,12.3,Pure urban,50.25,49.75,1.97,33.5,45.8,14.6,6.0,71.4,0.7,76312,-16012,59030,-6682,4.6,-0.514,0.09,-0.1630105823278427,-0.41883420944213867,-1.1532384157180786,-0.7661110758781433,-1.380415649331173,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B001301,Jack Bergman,M,Republican,1947,2,1,1,55.57820222643078,56.316598345248224,MI-01,36.6,57.9,Pure rural,49.55,50.45,0.33,47.1,92.2,1.4,0.7,1.9,2.7,68906,-23418,51553,-14159,2.9,0.434,0.053,0.45954012870788574,0.4244893193244934,0.9116517305374146,1.4059773683547974,0.8868181602509295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001302,Andy Biggs,M,Republican,1958,2,1,1,61.785915083671824,59.424590499067286,AZ-05,36.5,57.6,Dense suburban,51.02,48.98,0.91,39.3,82.9,4.0,5.3,16.6,1.1,106183,13859,82540,16828,2.5,0.878,-0.479,0.22893346846103668,0.5144944190979004,1.059674620628357,0.6013873815536499,1.1287924421015998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
B001303,Lisa Blunt Rochester,F,Democrat,1962,2,1,1,59.598450386239676,64.45396995495227,DE-AL,53.4,41.9,Sparse suburban,51.37,48.63,0.47,41.4,67.7,22.5,3.8,9.6,0.4,92445,121,70176,4464,2.9,-0.326,-0.134,-0.22856274247169495,-0.25258156657218933,-1.1446592807769775,-0.9948235154151917,-0.9334535997860872,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
B001304,Anthony Brown (Maryland),M,Democrat,1961,2,1,1,75.88560043310541,78.05482848877256,MD-04,77.2,19.7,Dense suburban,49.91,50.09,2.4,38.0,28.5,52.4,3.0,17.5,0.2,109308,16984,88207,22495,3.6,-0.342,-0.159,-0.22473810613155365,-0.37869563698768616,-1.1018617153167725,-0.9814793467521667,-1.2725050723902105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B001305,Ted Budd,M,Republican,1971,2,1,1,54.068039039712815,51.540954749297974,NC-13,30.6,67.0,Rural-suburban mix,50.88,49.12,0.84,39.4,68.0,22.8,3.7,8.5,0.5,74827,-17497,56718,-8994,2.6,0.672,-0.083,0.36284545063972473,0.5246713757514954,1.0696086883544922,1.068608283996582,1.1561526892862446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
B001307,James Baird,M,Republican,1945,1,0,1,,64.06002545393534,IN-04,30.2,64.3,Rural-suburban mix,50.51,49.49,0.53,36.7,87.0,4.6,3.3,6.3,0.2,77949,-14375,60119,-5593,2.1,0.409,0.652,0.5562458038330078,0.2775789499282837,1.1894958019256592,1.7433849573135376,0.49185686116276695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001308,Anthony Brindisi,M,Democrat,1978,1,0,1,,46.17653615273156,NY-22,39.3,54.8,Rural-suburban mix,50.63,49.37,0.43,41.0,88.7,3.9,3.0,4.0,0.2,74260,-18064,56615,-9097,2.5,-0.147,0.563,0.47007742524147034,0.0764719545841217,-0.26118505001068115,1.4427422285079956,-0.048809399927558575,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
B001309,Tim Burchett,M,Republican,1964,1,0,1,,65.94184653650423,TN-02,29.7,65.1,Rural-suburban mix,51.33,48.67,0.41,40.5,89.0,5.9,1.6,4.4,0.3,78752,-13572,57777,-7935,2.1,0.72,-0.219,0.4834069609642029,0.3904605507850647,1.2501765489578247,1.4892491102218628,0.7953334904897635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B001311,Dan Bishop,M,Republican,1964,1,0,1,,49.25278635525985,NC-09,43.3,53.7,Sparse suburban,51.27,48.73,0.78,39.6,64.4,19.6,2.9,7.6,7.6,100959,8635,66208,496,2.6,0.791,-0.267,0.2620733678340912,0.13388477265834808,1.5836530923843384,0.7170130014419556,0.10554213634659793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000059,Ken Calvert,M,Republican,1953,14,1,1,57.7140000987313,56.49931876584516,CA-42,41.4,53.4,Sparse suburban,50.93,49.07,1.11,35.6,61.1,6.2,9.5,41.7,0.5,114232,21908,90651,24939,3.1,0.348,0.216,-0.258808970451355,0.43671807646751404,0.9045093655586243,-1.1003530025482178,0.9196945720882391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
C000266,Steve Chabot,M,Republican,1953,12,1,1,55.58117863096518,51.32066566734581,OH-01,44.6,51.2,Sparse suburban,50.23,49.77,0.67,36.7,70.7,21.4,4.0,3.4,0.0,93109,785,63648,-2064,3.0,0.575,-0.223,0.2681807279586792,0.6182642579078674,1.0294415950775146,0.7383216619491577,1.4077725475291423,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
C000537,James E. Clyburn,M,Democrat,1940,14,1,1,70.103881095031,70.12686925055587,SC-06,66.8,30.3,Pure rural,48.72,51.28,1.91,36.9,38.1,54.3,1.2,6.0,0.2,57268,-35056,41128,-24584,3.7,-0.464,0.253,-0.22590281069278717,-0.3111169636249542,-1.1498810052871704,-0.9855430126190186,-1.0908231344051862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
C000714,"John Conyers, Jr.",M,Democrat,1929,27,1,0,80.18700891441458,,MI-13,78.8,18.1,Dense suburban,52.44,47.56,18.41,36.7,39.2,53.7,1.4,7.9,0.3,47615,-40249,34971,-26966,9.8,-0.658,-0.512,-0.29786694049835205,-0.42983946204185486,-1.6586335897445679,-1.2366268634796143,-1.4100027294089217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000984,Elijah Cummings,M,Democrat,1951,13,1,1,75.59396321591714,76.4402553738053,MD-07,75.8,20.2,Urban-suburban mix,49.53,50.47,1.99,39.2,35.7,52.5,7.5,4.0,0.5,97546,5222,63082,-2630,3.8,-0.438,-0.148,-0.2212195247411728,-0.6616280674934387,-1.2489345073699951,-0.969202995300293,-2.0331549895199297,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C001037,Michael Capuano,M,Democrat,1952,10,1,0,88.65346303032132,,MA-07,84.1,11.9,Pure urban,51.68,48.32,13.51,31.7,50.5,24.3,10.8,22.8,0.5,97982,10118,70019,8082,6.6,-0.58,-0.082,-0.2123521864414215,,-1.561750888824463,-0.9382646679878235,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001038,Joseph Crowley,M,Democrat,1962,10,1,0,73.46567997518501,,NY-14,77.7,19.8,Pure urban,49.59,50.41,16.29,36.9,42.3,11.0,17.1,50.5,0.5,78310,-9554,60173,-1764,5.6,-0.412,-0.07,-0.3114844262599945,-0.4580804407596588,-1.5732418298721313,-1.2841384410858154,-1.4859272110350144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C001048,John Culberson,M,Republican,1956,9,1,0,51.926737108672214,,TX-07,48.5,47.1,Urban-suburban mix,52.38,47.62,14.23,35.2,62.5,15.3,11.4,30.3,0.6,116426,28562,72287,10350,4.8,0.503,0.366,0.20387710630893707,,0.8253370523452759,0.513965368270874,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C001049,William Lacy Clay,M,Democrat,1956,10,1,1,77.6299755777967,80.1024145785877,MO-01,77.0,18.8,Dense suburban,50.36,49.64,1.43,36.0,42.5,49.0,3.5,3.6,0.2,67195,-25129,50163,-15549,3.4,-0.48,-0.079,-0.15564604103565216,-0.45092469453811646,-1.2387092113494873,-0.7404161095619202,-1.4666893394319327,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
